title,company_profile,description,requirements,benefits,fraudulent
Customer Support Lead,Netflix is a leading technology company.,"Netflix is hiring a Customer Support Lead to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Security Analyst,Meta is a leading technology company.,"Meta is hiring a Security Analyst to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Graphic Designer,Oracle is a leading technology company.,"Oracle is hiring a Graphic Designer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Marketing Manager,LinkedIn is a leading technology company.,Join LinkedIn as a Marketing Manager. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
HR Manager,Spotify is a leading technology company.,"Exciting opportunity at Spotify for an experienced HR Manager. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Graphic Designer,Lyft is a leading technology company.,"Lyft is hiring a Graphic Designer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Database Administrator,Netflix is a leading technology company.,Join Netflix as a Database Administrator. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
DevOps Engineer,Uber is a leading technology company.,"Uber is hiring a DevOps Engineer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Sales Representative,Salesforce is a leading technology company.,"Salesforce is hiring a Sales Representative to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Supply Chain Analyst,LinkedIn is a leading technology company.,"LinkedIn is hiring a Supply Chain Analyst to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
HR Manager,Amazon is a leading technology company.,"Amazon is hiring a HR Manager to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Customer Support Lead,Intel is a leading technology company.,"Intel is hiring a Customer Support Lead to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Scrum Master,IBM is a leading technology company.,"We are looking for a talented Scrum Master to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Marketing Manager,Google is a leading technology company.,"We are looking for a talented Marketing Manager to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Account Manager,,Congratulations! You've been selected for a high-paying data entry job. Work only 2 hours a day and earn $8000 monthly. Send upfront fee of $300 for training materials. No experience required. Apply with personal info now!,,,1
Graphic Designer,Netflix is a leading technology company.,"Exciting opportunity at Netflix for an experienced Graphic Designer. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Business Analyst,Salesforce is a leading technology company.,"Exciting opportunity at Salesforce for an experienced Business Analyst. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Cloud Architect,McKinsey is a leading technology company.,"McKinsey is hiring a Cloud Architect to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Software Engineer,Adobe is a leading technology company.,Join Adobe as a Software Engineer. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Data Analyst,Salesforce is a leading technology company.,"Exciting opportunity at Salesforce for an experienced Data Analyst. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
DevOps Engineer,Microsoft is a leading technology company.,Join Microsoft as a DevOps Engineer. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Sales Representative,Netflix is a leading technology company.,"Exciting opportunity at Netflix for an experienced Sales Representative. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Marketing Manager,Goldman Sachs is a leading technology company.,Join Goldman Sachs as a Marketing Manager. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Home Assistant,,EARN $5000 WEEKLY from home!!! No experience needed. Just send us your personal details and bank account information to get started. This is a guaranteed income opportunity. Act now before positions fill up!!! Wire transfer fee of $200 required to secure your spot.,,,1
Data Entry Clerk,,Congratulations! You've been selected for a high-paying data entry job. Work only 2 hours a day and earn $8000 monthly. Send upfront fee of $300 for training materials. No experience required. Apply with personal info now!,,,1
Home Assistant,,URGENT HIRING - No qualifications needed. Salary $10000/month. Click the link below to submit your credit card details for background check. This is a confidential position and you must not share. Reply ASAP!!!,,,1
Home Assistant,,URGENT HIRING - No qualifications needed. Salary $10000/month. Click the link below to submit your credit card details for background check. This is a confidential position and you must not share. Reply ASAP!!!,,,1
Marketing Manager,McKinsey is a leading technology company.,Join McKinsey as a Marketing Manager. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
System Administrator,Apple is a leading technology company.,"Exciting opportunity at Apple for an experienced System Administrator. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Machine Learning Engineer,Amazon is a leading technology company.,"Amazon is hiring a Machine Learning Engineer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
System Administrator,VMware is a leading technology company.,"VMware is hiring a System Administrator to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Mystery Shopper,,URGENT HIRING - No qualifications needed. Salary $10000/month. Click the link below to submit your credit card details for background check. This is a confidential position and you must not share. Reply ASAP!!!,,,1
QA Engineer,Oracle is a leading technology company.,"Oracle is hiring a QA Engineer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Technical Writer,Goldman Sachs is a leading technology company.,"Goldman Sachs is hiring a Technical Writer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Graphic Designer,McKinsey is a leading technology company.,Join McKinsey as a Graphic Designer. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Supply Chain Analyst,Meta is a leading technology company.,"Meta is hiring a Supply Chain Analyst to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
QA Engineer,Oracle is a leading technology company.,"Oracle is hiring a QA Engineer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Business Analyst,Apple is a leading technology company.,Join Apple as a Business Analyst. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
QA Engineer,Cisco is a leading technology company.,"Cisco is hiring a QA Engineer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Data Entry Clerk,,Congratulations! You've been selected for a high-paying data entry job. Work only 2 hours a day and earn $8000 monthly. Send upfront fee of $300 for training materials. No experience required. Apply with personal info now!,,,1
Cloud Architect,Netflix is a leading technology company.,"Exciting opportunity at Netflix for an experienced Cloud Architect. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Product Designer,Microsoft is a leading technology company.,"We are looking for a talented Product Designer to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Content Writer,Salesforce is a leading technology company.,Join Salesforce as a Content Writer. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Administrative Assistant,,EARN $5000 WEEKLY from home!!! No experience needed. Just send us your personal details and bank account information to get started. This is a guaranteed income opportunity. Act now before positions fill up!!! Wire transfer fee of $200 required to secure your spot.,,,1
HR Manager,Deloitte is a leading technology company.,"Exciting opportunity at Deloitte for an experienced HR Manager. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
QA Engineer,Cisco is a leading technology company.,Join Cisco as a QA Engineer. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Marketing Manager,Amazon is a leading technology company.,"Exciting opportunity at Amazon for an experienced Marketing Manager. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Machine Learning Engineer,Amazon is a leading technology company.,Join Amazon as a Machine Learning Engineer. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Home Assistant,,URGENT HIRING - No qualifications needed. Salary $10000/month. Click the link below to submit your credit card details for background check. This is a confidential position and you must not share. Reply ASAP!!!,,,1
Frontend Developer,Adobe is a leading technology company.,Join Adobe as a Frontend Developer. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Business Analyst,Salesforce is a leading technology company.,"Salesforce is hiring a Business Analyst to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Financial Analyst,Salesforce is a leading technology company.,"Exciting opportunity at Salesforce for an experienced Financial Analyst. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Home Assistant,,"Work from home and make thousands!!! Send your SSN and ID to apply. No interview needed, you're already hired! Just pay a small processing fee of $150 and start earning immediately. Limited spots available!!!",,,1
UX Researcher,LinkedIn is a leading technology company.,"We are looking for a talented UX Researcher to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Account Manager,,EARN $5000 WEEKLY from home!!! No experience needed. Just send us your personal details and bank account information to get started. This is a guaranteed income opportunity. Act now before positions fill up!!! Wire transfer fee of $200 required to secure your spot.,,,1
UX Researcher,Apple is a leading technology company.,"We are looking for a talented UX Researcher to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
System Administrator,Oracle is a leading technology company.,"Oracle is hiring a System Administrator to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Graphic Designer,Amazon is a leading technology company.,"We are looking for a talented Graphic Designer to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Scrum Master,IBM is a leading technology company.,"We are looking for a talented Scrum Master to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Data Entry Clerk,,"Work from home and make thousands!!! Send your SSN and ID to apply. No interview needed, you're already hired! Just pay a small processing fee of $150 and start earning immediately. Limited spots available!!!",,,1
Project Manager,Spotify is a leading technology company.,"Exciting opportunity at Spotify for an experienced Project Manager. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Account Manager,,Congratulations! You've been selected for a high-paying data entry job. Work only 2 hours a day and earn $8000 monthly. Send upfront fee of $300 for training materials. No experience required. Apply with personal info now!,,,1
Data Entry Clerk,,EARN $5000 WEEKLY from home!!! No experience needed. Just send us your personal details and bank account information to get started. This is a guaranteed income opportunity. Act now before positions fill up!!! Wire transfer fee of $200 required to secure your spot.,,,1
Data Analyst,LinkedIn is a leading technology company.,"We are looking for a talented Data Analyst to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Supply Chain Analyst,VMware is a leading technology company.,"We are looking for a talented Supply Chain Analyst to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Database Administrator,Deloitte is a leading technology company.,"We are looking for a talented Database Administrator to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Cloud Architect,Microsoft is a leading technology company.,Join Microsoft as a Cloud Architect. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
UX Researcher,Netflix is a leading technology company.,"Netflix is hiring a UX Researcher to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
DevOps Engineer,Apple is a leading technology company.,Join Apple as a DevOps Engineer. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Business Analyst,Cisco is a leading technology company.,Join Cisco as a Business Analyst. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Data Analyst,Intel is a leading technology company.,"We are looking for a talented Data Analyst to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Supply Chain Analyst,Intel is a leading technology company.,"Exciting opportunity at Intel for an experienced Supply Chain Analyst. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
UX Researcher,Apple is a leading technology company.,Join Apple as a UX Researcher. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Security Analyst,Google is a leading technology company.,Join Google as a Security Analyst. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Scrum Master,Amazon is a leading technology company.,"Amazon is hiring a Scrum Master to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Backend Developer,Deloitte is a leading technology company.,"We are looking for a talented Backend Developer to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Product Designer,Accenture is a leading technology company.,"Accenture is hiring a Product Designer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Data Entry Clerk,,"Make money fast! Easy online job, earn $500/day doing simple tasks. No resume needed. Pay $100 registration fee to start. Provide your banking details for direct deposit setup. Don't miss out!!!",,,1
System Administrator,Spotify is a leading technology company.,"Exciting opportunity at Spotify for an experienced System Administrator. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Content Writer,Google is a leading technology company.,"Google is hiring a Content Writer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Product Designer,Uber is a leading technology company.,"We are looking for a talented Product Designer to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Frontend Developer,Spotify is a leading technology company.,"We are looking for a talented Frontend Developer to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Content Writer,Lyft is a leading technology company.,Join Lyft as a Content Writer. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Full Stack Developer,Microsoft is a leading technology company.,"Microsoft is hiring a Full Stack Developer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Administrative Assistant,,Congratulations! You've been selected for a high-paying data entry job. Work only 2 hours a day and earn $8000 monthly. Send upfront fee of $300 for training materials. No experience required. Apply with personal info now!,,,1
Mystery Shopper,,Congratulations! You've been selected for a high-paying data entry job. Work only 2 hours a day and earn $8000 monthly. Send upfront fee of $300 for training materials. No experience required. Apply with personal info now!,,,1
Cloud Architect,Spotify is a leading technology company.,"We are looking for a talented Cloud Architect to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Online Survey Taker,,"Work from home and make thousands!!! Send your SSN and ID to apply. No interview needed, you're already hired! Just pay a small processing fee of $150 and start earning immediately. Limited spots available!!!",,,1
Graphic Designer,Cisco is a leading technology company.,"Cisco is hiring a Graphic Designer to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Database Administrator,Adobe is a leading technology company.,"We are looking for a talented Database Administrator to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Business Analyst,Deloitte is a leading technology company.,"Deloitte is hiring a Business Analyst to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Home Assistant,,URGENT HIRING - No qualifications needed. Salary $10000/month. Click the link below to submit your credit card details for background check. This is a confidential position and you must not share. Reply ASAP!!!,,,1
UX Researcher,Adobe is a leading technology company.,"We are looking for a talented UX Researcher to join our engineering team. You will work on cutting-edge projects using modern technologies. Requirements include a BS in Computer Science and 3+ years experience. We offer competitive salary, health benefits, 401k, and remote work options.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
System Administrator,Oracle is a leading technology company.,Join Oracle as a System Administrator. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Project Manager,Spotify is a leading technology company.,"Exciting opportunity at Spotify for an experienced Project Manager. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Supply Chain Analyst,Stripe is a leading technology company.,"Exciting opportunity at Stripe for an experienced Supply Chain Analyst. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Supply Chain Analyst,Spotify is a leading technology company.,Join Spotify as a Supply Chain Analyst. In this role you will collaborate with cross-functional teams to deliver high-quality solutions. We value innovation and continuous learning. Must have strong communication skills and relevant industry experience. Full-time position with benefits.,Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Account Manager,,EARN $5000 WEEKLY from home!!! No experience needed. Just send us your personal details and bank account information to get started. This is a guaranteed income opportunity. Act now before positions fill up!!! Wire transfer fee of $200 required to secure your spot.,,,1
Marketing Manager,Adobe is a leading technology company.,"Adobe is hiring a Marketing Manager to help scale our platform. This is a hybrid role based in our San Francisco office. We're looking for someone with 5+ years of experience and a passion for building reliable, scalable systems. Competitive compensation package.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
Financial Analyst,Deloitte is a leading technology company.,"Exciting opportunity at Deloitte for an experienced Financial Analyst. Responsibilities include designing systems, mentoring juniors, and driving technical excellence. We provide stock options, unlimited PTO, and professional development budget. Apply now with your resume.",Bachelor's degree required. 2+ years experience preferred.,"Health insurance, 401k match, remote work flexibility.",0
